"","Taxa","mc","Yld_1","Yld","AIL","CmDW.V"
"71","PMS-285",-0.0293874707999104,0.851450009471527,1.01195023279905,-0.245827485318392,0.528193843637584
"72","PMS-293",-0.000954436988061384,2.7053726112077,3.21534137445561,-0.179805397364438,2.29919466664008
"73","PMS-300",-0.0259691817239335,1.77997165044416,2.1155002713169,-1.10672697965064,0.224130200622486
"74","PMS-303",-0.0142332753267044,2.12817509037796,2.52934083529192,0.918211968230956,1.60999373791946
"75","PMS-306",-0.0257654146818424,2.52384521086456,2.99959565481974,-0.0452023395186052,1.04591491363227
"76","PMS-314",-0.0014479571013098,2.17794416950349,2.58849149668353,0.14708452050841,2.02045474343772
"77","PMS-339",NA,NA,NA,NA,NA
"78","PMS-347",0.00993640340879155,1.97146582285395,2.3430915217799,-0.563260030890793,0.0996667600185919
"79","PMS-351",NA,NA,NA,NA,NA
"80","PMS-359",0.0156878663737325,-0.1176600465491,-0.13983922740962,0.0153760144790837,-0.670800357239784
"81","PMS-375",0.0154254098734332,0.561785829660477,0.667683709929121,-1.35344955253063,0.188621047141052
"82","PMS-381",0.0336772000557536,2.19215073785401,2.60537603482232,-0.93860369586171,1.99501648498844
"83","PMS-382",0.0208269199962384,1.60626024301807,1.90904387664304,-1.19193353992836,1.66058752052239
"84","PMS-397",0.0472803029584044,2.44982088997208,2.91161758454216,-0.757151355142602,1.65851967059556
"85","PMS-425",-0.0212164839119382,1.71116016013591,2.03371766182555,0.242575762016789,0.954885365629783
"86","PMS-436",0.0102918808738392,-2.07311701508272,-2.46390419015516,-1.24855258202022,-1.71235502217243
"87","PMS-438",-0.0282544158841138,-1.96329933056281,-2.3333856275045,1.61866791211123,-2.17993758957163
"88","UI10-00008-Hortico",-0.0117185954415689,-0.198384912783516,-0.235780910742114,-0.419682454122123,0.548532632540821
"89","UI10-00012-Cabaret",-0.0103851012963786,0.224752215779669,0.267118509067339,-0.814986021128723,0.601027225113736
"90","UI10-00015-Cosmopolitan",0.0343524569557102,0.172248907989235,0.204718210810676,0.11705179642425,1.76069280315504
"91","UI10-00017-condensatus",0.001237429361152,-0.494260796664114,-0.587430057777242,0.0351501797032984,0.196945375886533
"92","UI10-00019-purpurascens",NA,NA,NA,NA,NA
"93","UI10-00020-Adagio",0.0137892411659514,-1.73899822734766,-2.06680326671014,0.0724024241125543,-1.902623876333
"94","UI10-00021-Allegro",-0.0467511912781984,0.204925005039574,0.243553824941128,0.483759020000017,-0.776802449839983
"95","UI10-00022-Altweibersommer",-0.0173494428689522,1.14621026315938,1.36227345086721,0.297798921857156,-0.108037908309822
"96","UI10-00023-Andante",-0.0456664956163499,-1.22636981372798,-1.4575432552833,0.960816236443247,-0.0665174116566253
"97","UI10-00024-Arabesque",-0.0229613730680432,-0.2903048277434,-0.345027934411153,1.17542166656199,-0.788339179086303
"98","UI10-00025-Autumn-Light",-0.0183166021880748,-0.632551144251497,-0.751788443895018,0.247541707550565,-0.783878429193437
"99","UI10-00026-Ben-Graz",-0.0274073016439186,-1.51726724530646,-1.80327550066961,0.819162034197163,-1.1669150073034
"100","UI10-00027-Ben-Rotkopf",-0.0156775608516013,0.515883658896649,0.613128877732356,-0.389463790540104,1.15966322895197
"101","UI10-00028-Berlin",0.00588198390083153,-0.709154761831301,-0.84283201403303,-0.659688282483309,-0.849400563847036
"102","UI10-00029-Bitsy-Ben",0.00405507482144479,-1.64769516811252,-1.95828937741734,-0.539621137901871,-2.32609237799855
"103","UI10-00030-Blondo",-0.0201804237587201,0.511871865388015,0.608360852167373,0.344726483398515,-0.556771185295231
"104","UI10-00031-Bluetenwunder",-0.00588963403970598,-1.13368742137381,-1.34739002547611,-1.50486202835684,-1.81996793091843
"105","UI10-00032-Bodacious-Ben",-0.0138772291437419,1.09344705983539,1.29956426618934,0.907368798711213,0.715906565345638
"106","UI10-00033-Border-Bandit",0.0174266070236669,-1.84727634519472,-2.19549205095339,-0.786090982178123,-1.33301477116639
"107","UI10-00035-Burgander",NA,NA,NA,NA,NA
"108","UI10-00036-Dixieland",-0.0211613389414275,-1.00196844548319,-1.19084172930023,-0.250034211304959,-1.88173924724205
"109","UI10-00038-Emerald-Shadow",0.0220255130920097,0.81101524003936,0.963893419269584,-0.505058347178803,1.616712931645
"110","UI10-00039-Emmanuel-LePage",-0.00615648076142799,-0.80139989097807,-0.952465555496589,-0.665880728573272,-0.657027209187085
"111","UI10-00040-Ferner-Osten",NA,NA,NA,NA,NA
"112","UI10-00042-Giraffe",0.0000803878235329044,-1.23161436464095,-1.46377641572526,-0.714092839523082,-1.36538441625201
"113","UI10-00043-Gold-and-Silver",0.0174186135497399,-1.50255131828926,-1.78578558860704,2.10481422099649,-1.40247107110287
"114","UI10-00044-Gold-Bar",NA,NA,NA,NA,NA
"115","UI10-00045-Goldfeder",NA,NA,NA,NA,NA
"116","UI10-00047-Goliath",-0.049624876329544,0.667181913242862,0.79294718998598,0.961274363747347,0.570792843086116
"117","UI10-00048-Gracillimus",0.00142171249273621,-0.0175378493312793,-0.0208437730077673,0.343998073807005,-0.180345326461134
"118","UI10-00051-Gracillimus-Nana",0.0130233812500819,-1.62740088073989,-1.93416957169772,1.38928662135542,-1.69829667687927
"119","UI10-00052-Graziella",-0.0455279032303557,-2.21929944401005,-2.63764233255407,-1.40665404563204,-2.79190762216448
"120","UI10-00053-Grosse-Fontaine",0.00416328415641342,0.0390848955366222,0.0464524853976774,0.852494916945298,0.203850796067656
"121","UI10-00056-Huron-Blush",-0.0189345365727128,-1.77054225256971,-2.10429341095574,-0.93140568249556,-1.61425684491714
"122","UI10-00057-Huron-Sentinel",0.0416384180262577,-1.89172955363765,-2.24832478815881,-1.33454615979117,-2.05938720504072
"123","UI10-00058-Huron-Sunrise",NA,NA,NA,NA,NA
"124","UI10-00060-July",-0.00415992503276296,-0.200397351338447,-0.238172698445801,1.18960114923472,0.0826498294964975
"125","UI10-00061-Kaskade",-0.00992912569721242,0.0254352652440013,0.0302298693900341,0.804150402170849,0.0905147168616734
"126","UI10-00062-Kirk-Alexander",-0.0324386615364178,-0.679313497463791,-0.807365604840529,-0.925028932875898,-0.0367727266133554
"127","UI10-00063-Kleine-Fontaine",-0.00891798691659745,-0.766582377425573,-0.911084863088676,0.756959517256473,-0.180616708563779
"128","UI10-00064-Kleine-Silberspinne",-0.0206527650930952,-2.00727047798516,-2.38564543412867,-1.43244786039275,-2.22072716298882
"129","UI10-00065-Little-Kitten",NA,NA,NA,NA,NA
"130","UI10-00066-Little-Nickey",0.0182334213030487,1.4608431364639,1.73621532165379,0.998130034224384,0.889114337809354
"131","UI10-00067-Little-Zebra",NA,NA,NA,NA,NA
"132","UI10-00070-Minuette",-0.0133535832007558,0.286825848565579,0.340893159898411,-0.102220331485326,-0.403277808075328
"133","UI10-00071-Morning-Light",0.0181819369829147,1.24466060919885,1.47928190641936,1.02965118754338,1.38376930098611
"134","UI10-00072-Mt-Washington",0.0293844793006104,-2.27221551472211,-2.70053320047622,-0.878444578295654,-2.03541174071114
"135","UI10-00073-Mysterious-Maiden",0.0130577364284117,-1.1758710760738,-1.39752539305241,-0.495128776241507,-0.574721181443802
"136","UI10-00074-Nippon",-0.00411878644241447,0.711024627871752,0.84505435402247,-0.816999263015994,0.740482501908659
"137","UI10-00075-November-Sunset",-0.0206111189095017,-0.827797152732805,-0.98383875991436,0.228431980191409,-0.899815318123533
"138","UI10-00078-Puenktchen",0.0398668485017966,-2.88959168194881,-3.4342861503238,0.720108938506303,-0.93550936959028
"139","UI10-00079-Rigoletto",-0.0153230126240955,-1.67446953513965,-1.99011077229157,-0.95448628537051,-1.75822329766052
"140","UI10-00080-Roland",-0.0101070898872234,0.0796970072636022,0.0947200706676902,1.95518597834928,0.78687484778939
"141","UI10-00081-Roter-Pfeil",0.0424306627853036,-1.91212613961317,-2.27256617607116,-0.12659027232699,-1.8840512449341
"142","UI10-00082-Rotsilber",-0.0134922900317719,-0.015344701477528,-0.018237211893252,1.06415238614499,-0.197655683933328
"143","UI10-00083-Sarabande",0.009653129112015,-1.53257196030854,-1.82146518855103,1.42261570131287,-0.964746308391982
"144","UI10-00084-Silberfeder",-0.0178356455324389,0.848943826806774,1.00897162911964,-0.401609218377341,-0.100947024124152
"145","UI10-00085-Silberfeder",-0.000476993538632175,-0.0675427413139558,-0.0802746985066129,1.22295632969296,0.282699781661622
"146","UI10-00086-Silberfeil",-0.0424203218580195,0.510541625762918,0.606779859411655,-0.659137560633482,-0.578925829007324
"147","UI10-00087-Silberspinne",-0.0275254651399956,-1.34540528259372,-1.59901717512306,0.567346533427196,-1.55953123563869
"148","UI10-00088-Silberturm",0.0283353059495536,1.3566169873396,1.61234231123523,0.00628564056409539,1.25947141320007
"149","UI10-00089-Sirene",-0.0180130663351681,-0.718009699796477,-0.85335612751353,-0.944878212042138,-0.0183507924799621
"150","UI10-00090-Stardust",-0.0346908466405311,0.0455721154535892,0.0541625607634063,-1.32274871503309,-0.336505730241717
"151","UI10-00092-Strictus",-0.00652244755524313,-1.19110229454017,-1.41562773015369,0.348603199923757,-0.286816354592742
"152","UI10-00094-Super-Stripe",0.0149070165895148,-0.227046521754084,-0.26984529679732,0.734067039927318,-0.338815081021192
"153","UI10-00096-Undine",-0.0385385423262501,-0.920340540556869,-1.09382678245895,0.0893856404407141,-1.27518650162299
"154","UI10-00097-Variegatus",-0.000997077408485553,-0.76992093437145,-0.915052745457605,-0.518373995152391,-1.09029391726741
"155","UI10-00099-Wetterfahne",0.0267211856651201,-1.55329656290046,-1.84609642489882,-1.04480309377957,-1.37251747478931
"156","UI10-00100-Yaku-Jima",NA,NA,NA,NA,NA
"157","UI10-00101-Yaku-Jima-Dwarf",0.0305747766364134,0.64405841001058,0.7654648548883,1.39693331823322,-0.592664535969636
"158","UI10-00102-Zebrinus",0.00846937968157468,1.33967188343026,1.59220301750176,-0.110065006066001,1.44866853340738
"159","UI10-00104-Zwergzebra",-0.0461484659553823,-1.55181004915883,-1.84432969999001,-0.752983164050838,-1.38394872225067
"160","UI10-00105-Arnins-Weeping",NA,NA,NA,NA,NA
"161","UI10-00106-transmorrisonensis",-0.0218245346645965,-1.88477748874836,-2.24006224360951,-0.0150968147529067,-0.699890395801124
"162","UI10-00107-Illinois",0.0125429593758826,1.52646324705599,1.81420496921668,-0.659257867981704,1.73199285971784
"163","UI11-00009-Positano",-0.0394607876705117,-1.67776695006783,-1.99402975727649,0.519879929472468,-1.17834927064622
"164","UI11-00024-Flamingo",-0.00863612109111469,0.232402132159892,0.276210451724929,1.6603873095555,0.864988858667456
"165","UI12-00001-Zwergelefant",0.00809160007391871,-2.02940029335775,-2.41194676902191,-0.755851100583663,-1.60372863984779
"166","UI12-00002-Malepartus",-0.0355196131397762,1.14547026473557,1.36139396109154,0.866831487776896,1.24869440315434
"167","UI12-00005",-0.03372337605404,-1.57405710472359,-1.87077037507028,1.02827390433708,-1.79925708392865
"168","VA-2010-001-022",NA,NA,NA,NA,NA
"169","VA-2010-001-B40-e",NA,NA,NA,NA,NA
