"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"18","Trait18","mrMLM","PstI.TP403850","1","4535788","-0.0602","0.1467","A"
"18","Trait18","mrMLM","NsiI.TP468762","1","4620729","-9.4011e-06","5e-04","A"
"18","Trait18","mrMLM","PstI.TP307588","1","4762662","-0.2115","0.5648","A"
"18","Trait18","mrMLM","PstI.TP920636","1","4777048","-0.1512","0.3976","A"
"18","Trait18","mrMLM","PstI.TP947391","1","4891496","-0.099","0.2193","C"
"18","Trait18","mrMLM","PstI.TP683907","1","4900973","-0.1315","0.4243","A"
"18","Trait18","mrMLM","PstI.TP402429","1","4990016","-1e-04","0.0066","C"
"18","Trait18","mrMLM","PstI.TP1126882","1","5115206","-7.4423e-05","0.0041","A"
"18","Trait18","mrMLM","PstI.TP684655","1","5379329","-7.4504e-05","0.0041","A"
"18","Trait18","mrMLM","NsiI.TP367540","1","5460609","5.1181e-05","0.0028","C"
"18","Trait18","mrMLM","PstI.TP9547","1","5534818","2e-04","0.0095","C"
"18","Trait18","mrMLM","PstI.TP476949","1","5536792","-7.7938e-05","0.0043","A"
"18","Trait18","mrMLM","PstI.TP291849","1","5571398","-3.2365e-05","0.0018","G"
"18","Trait18","mrMLM","PstI.TP677745","1","5751851","7.8159e-05","0.0043","C"
"18","Trait18","mrMLM","PstI.TP739422","1","5776555","1.4051e-05","8e-04","C"
"18","Trait18","mrMLM","PstI.TP705967","1","5858828","-7.4165e-05","0.0041","C"
"18","Trait18","mrMLM","PstI.TP1252197","1","5912854","0.1832","0.4835","C"
"18","Trait18","mrMLM","PstI.TP116123","1","5967108","0.3052","0.6477","A"
"18","Trait18","mrMLM","PstI.TP804275","1","5979740","3.0422e-05","0.0017","A"
"18","Trait18","mrMLM","PstI.TP523933","1","6018181","-0.2465","1.0911","C"
"18","Trait18","mrMLM","PstI.TP722242","1","6187691","5.8735e-05","0.0032","A"
"18","Trait18","mrMLM","NsiI.TP488601","1","6409370","0.3088","1.433","C"
"18","Trait18","mrMLM","PstI.TP1015835","1","6514843","-5.8769e-05","0.0032","A"
"18","Trait18","mrMLM","PstI.TP547229","1","6574881","-1.259e-05","7e-04","C"
"18","Trait18","mrMLM","PstI.TP1129801","1","6608649","0.0583","0.2641","C"
"18","Trait18","mrMLM","PstI.TP272307","1","6679965","4.1032e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP841428","1","6731433","-4.4784e-05","0.0025","A"
"18","Trait18","mrMLM","PstI.TP1136661","1","6752030","-3.4722e-05","0.0019","G"
"18","Trait18","mrMLM","PstI.TP444825","1","6930877","-0.2537","0.4213","C"
"18","Trait18","mrMLM","PstI.TP572285","1","6947477","-2.1928e-05","0.0012","G"
"18","Trait18","mrMLM","NsiI.TP800074","1","6979429","-2.5223e-05","0.0014","C"
"18","Trait18","mrMLM","PstI.TP806450","1","7007771","-0.1987","0.7387","C"
"18","Trait18","mrMLM","PstI.TP443586","1","7215893","0.0228","0.1556","A"
"18","Trait18","mrMLM","PstI.TP488378","1","7260223","0.7347","1.2912","C"
"18","Trait18","mrMLM","NsiI.TP375218","1","7321465","7.2227e-05","0.004","A"
"18","Trait18","mrMLM","PstI.TP451905","1","7339832","3.2665e-05","0.0018","A"
"18","Trait18","mrMLM","PstI.TP712786","1","7449325","-6.2426e-05","0.0034","C"
"18","Trait18","mrMLM","PstI.TP1137764","1","7486769","7.3924e-05","0.0041","A"
"18","Trait18","mrMLM","PstI.TP1173447","1","7571007","-7.0449e-05","0.0039","C"
"18","Trait18","mrMLM","PstI.TP614866","1","7824409","0.6975","1.2769","A"
"18","Trait18","mrMLM","PstI.TP973605","1","7933170","1e-04","0.0058","G"
"18","Trait18","mrMLM","PstI.TP972953","1","7984963","0.1491","0.6549","C"
"18","Trait18","mrMLM","PstI.TP36329","1","8029204","-0.2823","0.4762","A"
"18","Trait18","mrMLM","PstI.TP308053","1","8330660","-0.2752","0.7123","A"
"18","Trait18","mrMLM","PstI.TP424566","1","8533790","5.1207e-05","0.0028","C"
"18","Trait18","mrMLM","PstI.TP983141","1","8569458","-1.2993e-05","7e-04","C"
"18","Trait18","mrMLM","PstI.TP302093","1","8923298","-1.252e-05","7e-04","C"
"18","Trait18","mrMLM","PstI.TP461927","1","9014162","7.7787e-05","0.0043","A"
"18","Trait18","mrMLM","PstI.TP443245","1","9039678","-0.1605","0.3679","C"
"18","Trait18","mrMLM","PstI.TP542649","1","9116308","-6.648e-05","0.0037","C"
"18","Trait18","mrMLM","PstI.TP550784","1","9140137","-4.9504e-05","0.0027","A"
"18","Trait18","mrMLM","PstI.TP581769","1","9144035","0.4467","0.8178","A"
"18","Trait18","mrMLM","PstI.TP745827","1","9270379","-1e-04","0.0062","A"
"18","Trait18","mrMLM","PstI.TP974726","1","9504539","9.5492e-05","0.0053","G"
"18","Trait18","mrMLM","PstI.TP701371","1","9558859","-7.9132e-06","4e-04","C"
"18","Trait18","mrMLM","PstI.TP390724","1","9756005","1.2719e-05","7e-04","G"
"18","Trait18","mrMLM","PstI.TP258967","1","9761381","3.4561e-05","0.0019","C"
"18","Trait18","mrMLM","PstI.TP377612","1","9851429","2e-04","0.01","A"
"18","Trait18","mrMLM","PstI.TP377610","1","9851445","-5.3498e-05","0.0029","C"
"18","Trait18","mrMLM","PstI.TP1001875","1","9929490","5.0075e-05","0.0027","C"
"18","Trait18","mrMLM","PstI.TP120265","1","9929566","0.0224","0.1149","A"
"18","Trait18","mrMLM","PstI.TP145867","1","9990979","3.9802e-06","2e-04","C"
"18","Trait18","mrMLM","PstI.TP498398","1","10010021","-5.1303e-05","0.0028","A"
"18","Trait18","mrMLM","PstI.TP1106149","1","10181736","-1e-04","0.0067","C"
"18","Trait18","mrMLM","PstI.TP593918","1","10465079","6.9597e-05","0.0038","A"
"18","Trait18","mrMLM","NsiI.TP360999","1","10465743","-0.042","0.1273","C"
"18","Trait18","mrMLM","PstI.TP323026","1","10477035","-2.2109e-05","0.0012","A"
"18","Trait18","mrMLM","PstI.TP91211","1","10530796","-3.6447e-05","0.002","G"
"18","Trait18","mrMLM","PstI.TP488889","1","10576905","-1e-04","0.0056","G"
"18","Trait18","mrMLM","PstI.TP948493","1","10639570","-7.7111e-05","0.0042","A"
"18","Trait18","mrMLM","PstI.TP667320","1","10965394","7.08e-05","0.0039","C"
"18","Trait18","mrMLM","PstI.TP869093","1","11187262","-0.167","0.5731","C"
"18","Trait18","mrMLM","PstI.TP835148","1","11456164","0.0608","0.1928","A"
"18","Trait18","mrMLM","PstI.TP319571","1","11815150","-9.9291e-05","0.0055","A"
"18","Trait18","mrMLM","PstI.TP1288084","1","11935767","-9.3954e-05","0.0052","A"
"18","Trait18","mrMLM","PstI.TP939213","1","11990855","3.7913e-05","0.0021","A"
"18","Trait18","mrMLM","PstI.TP301133","1","12137712","5.9936e-05","0.0033","G"
"18","Trait18","mrMLM","NsiI.TP690036","1","12138480","5.6288e-05","0.0031","C"
"18","Trait18","mrMLM","PstI.TP308387","1","12249163","5.5835e-05","0.0031","A"
"18","Trait18","mrMLM","PstI.TP401102","1","12714512","-0.0531","0.1468","C"
"18","Trait18","mrMLM","PstI.TP770895","1","13263569","0.4011","1.1555","A"
"18","Trait18","mrMLM","PstI.TP726878","1","13263594","-1e-04","0.008","A"
"18","Trait18","mrMLM","NsiI.TP146220","1","13426299","1.8014e-05","0.001","A"
"18","Trait18","mrMLM","PstI.TP775845","1","13537099","-3.883e-05","0.0021","C"
"18","Trait18","mrMLM","PstI.TP473065","1","14979768","-2e-04","0.0104","C"
"18","Trait18","mrMLM","PstI.TP994295","1","15000089","9.0995e-05","0.005","C"
"18","Trait18","mrMLM","NsiI.TP453296","1","15160906","-3.3923e-05","0.0019","G"
"18","Trait18","mrMLM","PstI.TP745600","1","15174350","0.9122","1.2808","A"
"18","Trait18","mrMLM","PstI.TP37494","1","15597809","3.9611e-05","0.0022","C"
"18","Trait18","mrMLM","PstI.TP364469","1","15807512","0.1224","0.3768","A"
"18","Trait18","mrMLM","PstI.TP548596","1","16432580","0.3608","0.6438","A"
"18","Trait18","mrMLM","PstI.TP1150194","1","16733554","0.3366","0.6174","A"
"18","Trait18","mrMLM","PstI.TP875497","1","17132096","-3.2607e-05","0.0018","G"
"18","Trait18","mrMLM","PstI.TP270063","1","17132801","1.147e-05","6e-04","A"
"18","Trait18","mrMLM","PstI.TP97518","1","17476051","1e-04","0.0065","C"
"18","Trait18","mrMLM","PstI.TP311967","1","17610629","-3.6209e-05","0.002","C"
"18","Trait18","mrMLM","PstI.TP907404","1","18035898","-4.9673e-05","0.0027","A"
"18","Trait18","mrMLM","PstI.TP510832","1","18167351","-8.7925e-05","0.0048","A"
"18","Trait18","mrMLM","NsiI.TP20060","1","18191763","0.1746","0.4886","A"
"18","Trait18","mrMLM","PstI.TP1183011","1","18308062","0.0197","0.0654","G"
"18","Trait18","mrMLM","PstI.TP460935","1","18308167","2.8303e-05","0.0016","A"
"18","Trait18","mrMLM","PstI.TP533117","1","18662889","5.2534e-06","3e-04","G"
"18","Trait18","mrMLM","PstI.TP166501","1","18793961","-0.2019","0.6261","A"
"18","Trait18","mrMLM","PstI.TP298371","1","19099334","-9e-04","0.0217","A"
"18","Trait18","mrMLM","PstI.TP458499","1","19100550","-1e-04","0.0061","A"
"18","Trait18","mrMLM","PstI.TP402677","1","19244412","-0.113","0.2247","A"
"18","Trait18","mrMLM","PstI.TP579186","1","19637965","-8.4846e-05","0.0047","C"
"18","Trait18","mrMLM","PstI.TP574132","1","19943823","0.3106","0.6591","A"
"18","Trait18","mrMLM","PstI.TP890955","1","20013544","-1e-04","0.006","A"
"18","Trait18","mrMLM","PstI.TP890977","1","20013575","-1e-04","0.007","C"
"18","Trait18","mrMLM","NsiI.TP352570","1","20251715","-0.1875","0.2788","C"
"18","Trait18","mrMLM","NsiI.TP440927","1","20252244","8.2448e-05","0.0045","A"
"18","Trait18","mrMLM","PstI.TP1239144","1","20685889","-1e-04","0.0062","C"
"18","Trait18","mrMLM","PstI.TP851166","1","21305923","2.9906e-05","0.0016","C"
"18","Trait18","mrMLM","PstI.TP198890","1","21626192","-1e-04","0.0061","A"
"18","Trait18","mrMLM","PstI.TP1074331","1","21885836","-1e-04","0.0065","A"
"18","Trait18","mrMLM","PstI.TP761935","1","22258955","1e-04","0.0063","A"
"18","Trait18","mrMLM","NsiI.TP304101","1","22335385","-5.3961e-05","0.003","C"
"18","Trait18","mrMLM","PstI.TP1133775","1","23057893","-4.3174e-05","0.0024","C"
"18","Trait18","mrMLM","PstI.TP328085","1","23102616","1.3477","2.1005","C"
"18","Trait18","mrMLM","PstI.TP1020277","1","23246220","1.0252","1.972","C"
"18","Trait18","mrMLM","PstI.TP1256502","1","23777666","-1e-04","0.0058","A"
"18","Trait18","mrMLM","PstI.TP884909","1","23972025","6.7756e-05","0.0037","C"
"18","Trait18","mrMLM","PstI.TP98839","1","25165051","-1.2918e-05","7e-04","C"
"18","Trait18","mrMLM","PstI.TP543090","1","25480362","-6.065e-05","0.0033","A"
"18","Trait18","mrMLM","PstI.TP757921","1","26848011","0.1957","0.8644","A"
"18","Trait18","mrMLM","PstI.TP288641","1","27158173","0.0919","0.2534","A"
"18","Trait18","mrMLM","PstI.TP309238","1","27158767","-2.8721e-05","0.0016","G"
"18","Trait18","mrMLM","PstI.TP176880","1","28241729","-4.3277e-05","0.0024","A"
"18","Trait18","mrMLM","PstI.TP896979","1","28970255","-2.6421e-06","1e-04","G"
"18","Trait18","mrMLM","PstI.TP150197","1","30650620","2.764e-05","0.0015","G"
"18","Trait18","mrMLM","PstI.TP31070","1","30825121","-0.5804","1.0858","C"
"18","Trait18","mrMLM","PstI.TP510044","1","31327463","-2.2134e-08","1.2112e-06","C"
"18","Trait18","mrMLM","PstI.TP1104697","1","34536264","1.6018e-05","9e-04","C"
"18","Trait18","mrMLM","PstI.TP231608","1","46403489","1.2351e-05","7e-04","A"
"18","Trait18","mrMLM","PstI.TP1213378","1","46786394","0.1484","0.3209","C"
"18","Trait18","mrMLM","PstI.TP286748","1","49731278","1.9205e-05","0.0011","A"
"18","Trait18","mrMLM","PstI.TP261824","1","50142562","-0.3043","0.4871","A"
"18","Trait18","mrMLM","PstI.TP1189297","1","50142670","3.6959e-05","0.002","A"
"18","Trait18","mrMLM","PstI.TP1162168","1","50144561","2.0342e-05","0.0011","A"
"18","Trait18","mrMLM","PstI.TP122157","1","50223254","-6.7686e-05","0.0037","A"
"18","Trait18","mrMLM","PstI.TP1138376","1","51888724","-6.619e-05","0.0036","A"
"18","Trait18","mrMLM","PstI.TP481755","1","51889649","5.6819e-05","0.0031","G"
"18","Trait18","mrMLM","PstI.TP452799","1","52828554","-8.9687e-05","0.0049","A"
"18","Trait18","mrMLM","PstI.TP548667","1","53141843","-1.5112","2.3008","A"
"18","Trait18","mrMLM","PstI.TP1134497","1","53143016","-0.0169","0.1229","C"
"18","Trait18","mrMLM","PstI.TP378778","1","54121051","-5.2158e-05","0.0029","G"
"18","Trait18","mrMLM","PstI.TP665437","1","54999161","-4.5769e-05","0.0025","C"
"18","Trait18","mrMLM","PstI.TP1167747","1","56262223","-1e-04","0.0056","A"
"18","Trait18","mrMLM","PstI.TP1007712","1","56295361","-0.0068","0.0613","A"
"18","Trait18","mrMLM","PstI.TP309283","1","56385216","6.2073e-05","0.0034","A"
"18","Trait18","mrMLM","NsiI.TP742789","1","56568036","0.5797","1.4613","A"
"18","Trait18","mrMLM","PstI.TP822327","1","56871868","7.4038e-05","0.0041","A"
"18","Trait18","mrMLM","PstI.TP377200","1","56910407","5.8934e-05","0.0032","G"
"18","Trait18","mrMLM","PstI.TP1041006","1","57001520","-0.0957","0.2844","C"
"18","Trait18","mrMLM","PstI.TP1282088","1","57117988","-5.6508e-05","0.0031","G"
"18","Trait18","mrMLM","PstI.TP807213","1","57183105","5.3693e-06","3e-04","C"
"18","Trait18","mrMLM","PstI.TP1165736","1","57192298","-5.0383e-05","0.0028","C"
"18","Trait18","mrMLM","PstI.TP264010","1","57283338","0.0177","0.1178","A"
"18","Trait18","mrMLM","PstI.TP445858","1","57330069","-0.7033","0.9858","C"
"18","Trait18","mrMLM","NsiI.TP755202","1","57718474","7.4686e-05","0.0041","C"
"18","Trait18","mrMLM","PstI.TP9065","1","57881166","-2.0089e-05","0.0011","A"
"18","Trait18","mrMLM","PstI.TP708344","1","57964831","6.8744e-05","0.0038","A"
"18","Trait18","mrMLM","PstI.TP720409","1","58165134","1e-04","0.0075","C"
"18","Trait18","mrMLM","PstI.TP306310","1","58165810","5.8374e-05","0.0032","C"
"18","Trait18","mrMLM","PstI.TP607895","1","58398018","1e-04","0.0066","C"
"18","Trait18","mrMLM","PstI.TP975092","1","59040624","1e-04","0.006","C"
"18","Trait18","mrMLM","PstI.TP546331","1","59140499","-4.1458e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP502131","1","59426545","5.2049e-05","0.0029","C"
"18","Trait18","mrMLM","PstI.TP816116","1","59685970","6.6611e-05","0.0037","A"
"18","Trait18","mrMLM","NsiI.TP45219","1","60042018","-3.1167e-05","0.0017","C"
"18","Trait18","mrMLM","PstI.TP773822","1","60097008","0.8608","1.7404","C"
"18","Trait18","mrMLM","PstI.TP457393","1","60097068","-0.4235","1.7965","C"
"18","Trait18","mrMLM","PstI.TP1185674","1","60148122","0.4564","0.9155","A"
"18","Trait18","mrMLM","NsiI.TP337751","1","60167980","1e-04","0.0064","C"
"18","Trait18","mrMLM","NsiI.TP94007","1","60313546","-3.8497e-05","0.0021","C"
"18","Trait18","mrMLM","PstI.TP1014707","1","60949616","1e-04","0.006","C"
"18","Trait18","mrMLM","PstI.TP774975","1","61157443","-9.1686e-05","0.005","C"
"18","Trait18","mrMLM","PstI.TP1246681","1","61289286","1.1283e-05","6e-04","C"
"18","Trait18","mrMLM","PstI.TP365645","1","61353360","-0.1663","0.4452","A"
"18","Trait18","mrMLM","PstI.TP1040444","1","61649660","-0.9404","2.5868","C"
"18","Trait18","mrMLM","PstI.TP483846","1","61901448","-3.3236e-05","0.0018","C"
"18","Trait18","mrMLM","PstI.TP288904","1","62080065","2.4807e-05","0.0014","C"
"18","Trait18","mrMLM","PstI.TP153019","1","62238600","-3.3242e-05","0.0018","A"
"18","Trait18","mrMLM","NsiI.TP462536","1","62433879","-4.9986e-05","0.0027","A"
"18","Trait18","mrMLM","PstI.TP1235985","1","62443684","-8.0926e-05","0.0044","A"
"18","Trait18","mrMLM","PstI.TP116028","1","62738111","-3.7986e-05","0.0021","G"
"18","Trait18","mrMLM","PstI.TP332665","1","62857264","-5.7201e-05","0.0031","A"
"18","Trait18","mrMLM","PstI.TP834485","1","62936010","-1.8006e-05","0.001","A"
"18","Trait18","mrMLM","PstI.TP420801","1","62946889","0.6688","2.6897","G"
"18","Trait18","mrMLM","PstI.TP428256","1","63323451","-0.1167","0.3124","C"
"18","Trait18","mrMLM","PstI.TP424159","1","63417435","4.4391e-05","0.0024","C"
"18","Trait18","mrMLM","PstI.TP84880","1","63680478","-0.4791","1.2296","C"
"18","Trait18","mrMLM","PstI.TP59594","1","63737514","5.608e-05","0.0031","C"
"18","Trait18","mrMLM","NsiI.TP267317","1","63808055","-5.6199e-05","0.0031","C"
"18","Trait18","mrMLM","PstI.TP339315","1","63808218","-0.6043","1.1087","C"
"18","Trait18","mrMLM","PstI.TP622702","1","63849924","-2e-04","0.0098","C"
"18","Trait18","mrMLM","PstI.TP403217","1","63867116","-1.0945e-05","6e-04","C"
"18","Trait18","mrMLM","PstI.TP816739","1","64060896","4.3733e-05","0.0024","C"
"18","Trait18","mrMLM","PstI.TP1252633","1","64114120","0.0343","0.139","A"
"18","Trait18","mrMLM","PstI.TP820348","1","64116607","-0.6165","1.2072","A"
"18","Trait18","mrMLM","PstI.TP1281541","1","64484981","0.2677","0.3902","A"
"18","Trait18","mrMLM","PstI.TP997652","1","64799296","0.0483","0.2205","C"
"18","Trait18","mrMLM","PstI.TP833589","1","64801253","-0.422","0.6984","A"
"18","Trait18","mrMLM","PstI.TP944748","1","64883503","8.905e-05","0.0049","A"
"18","Trait18","mrMLM","PstI.TP876794","1","65066495","-2.1431e-05","0.0012","C"
"18","Trait18","mrMLM","PstI.TP961110","1","65184135","0.3655","1.2444","C"
"18","Trait18","mrMLM","PstI.TP477712","1","65237054","6.1651e-06","3e-04","C"
"18","Trait18","mrMLM","PstI.TP197677","1","65249144","-0.1278","0.4236","C"
"18","Trait18","mrMLM","PstI.TP358803","1","65256453","-0.4878","0.9197","C"
"18","Trait18","mrMLM","PstI.TP924658","1","65264909","-8.789e-05","0.0048","A"
"18","Trait18","mrMLM","NsiI.TP615624","1","65289533","-0.2717","0.7898","C"
"18","Trait18","mrMLM","PstI.TP68682","1","65572744","2.117e-05","0.0012","C"
"18","Trait18","mrMLM","PstI.TP966260","1","65795867","1e-04","0.0058","A"
"18","Trait18","mrMLM","PstI.TP530837","1","65836675","-5.2457e-05","0.0029","A"
"18","Trait18","mrMLM","NsiI.TP117758","1","66087512","-8.752e-06","5e-04","A"
"18","Trait18","mrMLM","PstI.TP46198","1","66096584","-1.6821e-05","9e-04","C"
"18","Trait18","mrMLM","PstI.TP69498","1","66230707","4.0176e-05","0.0022","A"
"18","Trait18","mrMLM","NsiI.TP66906","1","66339343","-1e-04","0.0064","A"
"18","Trait18","mrMLM","NsiI.TP482264","1","66520178","-0.5599","1.3855","A"
"18","Trait18","mrMLM","PstI.TP393536","1","66632271","-0.0748","0.2917","C"
"18","Trait18","mrMLM","PstI.TP1084761","1","66720416","-1.1245e-05","6e-04","C"
"18","Trait18","mrMLM","NsiI.TP475064","1","66777724","-0.7493","1.2802","A"
"18","Trait18","mrMLM","NsiI.TP575744","1","66841969","-7.3092e-05","0.004","A"
"18","Trait18","mrMLM","NsiI.TP459012","1","67058618","-5.7468e-05","0.0032","A"
"18","Trait18","mrMLM","PstI.TP1102564","1","67094571","-1.2861e-05","7e-04","A"
"18","Trait18","mrMLM","PstI.TP94366","1","67316019","-5.2845e-05","0.0029","G"
"18","Trait18","mrMLM","PstI.TP1171121","1","67376990","6.5511e-05","0.0036","A"
"18","Trait18","mrMLM","PstI.TP787593","1","67474277","1.7916e-05","0.001","A"
"18","Trait18","mrMLM","PstI.TP721763","1","67560203","7.2281e-05","0.004","A"
"18","Trait18","mrMLM","PstI.TP148680","1","67724801","8.0471e-05","0.0044","A"
"18","Trait18","mrMLM","PstI.TP678255","1","67745947","-8.9093e-07","4.8744e-05","A"
"18","Trait18","mrMLM","PstI.TP209249","1","67863639","4.3595e-05","0.0024","C"
"18","Trait18","mrMLM","NsiI.TP712037","1","67933970","-1e-04","0.0066","G"
"18","Trait18","mrMLM","PstI.TP420086","1","68042057","-7.0522e-05","0.0039","A"
"18","Trait18","mrMLM","PstI.TP820370","1","68065605","6.5012e-05","0.0036","G"
"18","Trait18","mrMLM","PstI.TP94114","1","68081418","-3.3606e-05","0.0018","G"
"18","Trait18","mrMLM","NsiI.TP624683","1","68159137","6.6392e-05","0.0036","C"
"18","Trait18","mrMLM","NsiI.TP700374","1","68176238","-1.8398e-05","0.001","C"
"18","Trait18","mrMLM","PstI.TP1021466","1","68344473","-0.408","0.9302","C"
"18","Trait18","mrMLM","PstI.TP1131578","1","68512918","0.1926","0.3723","A"
"18","Trait18","mrMLM","PstI.TP929783","1","68577350","9.9781e-05","0.0055","A"
"18","Trait18","mrMLM","PstI.TP577286","1","68698894","4.2296e-05","0.0023","C"
"18","Trait18","mrMLM","NsiI.TP252602","1","68982448","-3.1275e-05","0.0017","C"
"18","Trait18","mrMLM","PstI.TP1045708","1","69041513","-1.7146e-05","9e-04","C"
"18","Trait18","mrMLM","NsiI.TP801056","1","69044428","-5.5468e-06","3e-04","C"
"18","Trait18","mrMLM","PstI.TP871336","1","69055455","3.1105e-05","0.0017","A"
"18","Trait18","mrMLM","PstI.TP884447","1","69119836","5.2362e-05","0.0029","A"
"18","Trait18","mrMLM","PstI.TP468115","1","69143489","-1e-04","0.006","C"
"18","Trait18","mrMLM","PstI.TP299690","1","69193739","1e-04","0.0057","C"
"18","Trait18","mrMLM","PstI.TP754866","1","69204551","-0.186","0.3802","A"
"18","Trait18","mrMLM","PstI.TP345976","1","69318742","-0.0803","0.2024","A"
"18","Trait18","mrMLM","NsiI.TP19909","1","69328566","-2e-04","0.0091","A"
"18","Trait18","mrMLM","NsiI.TP487741","1","69506512","3.6695e-05","0.002","C"
"18","Trait18","mrMLM","PstI.TP317631","1","69806063","-4.1572e-05","0.0023","C"
"18","Trait18","mrMLM","PstI.TP1183728","1","69834022","-1.528e-05","8e-04","C"
"18","Trait18","mrMLM","PstI.TP687743","1","69969234","6.0587e-05","0.0033","C"
"18","Trait18","mrMLM","PstI.TP603122","1","70276636","-4.1796e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP921276","1","70382591","-0.6337","1.5917","A"
"18","Trait18","mrMLM","PstI.TP452364","1","70416615","-2.9861e-05","0.0016","C"
"18","Trait18","mrMLM","PstI.TP180949","1","70527436","3.6282e-05","0.002","A"
"18","Trait18","mrMLM","PstI.TP663427","1","70529598","0.5291","1.3065","C"
"18","Trait18","mrMLM","PstI.TP488184","1","70532632","4.8274e-05","0.0026","C"
"18","Trait18","mrMLM","PstI.TP448080","1","70586488","-3.0236e-05","0.0017","C"
"18","Trait18","mrMLM","PstI.TP494387","1","70689700","8.993e-05","0.0049","A"
"18","Trait18","mrMLM","PstI.TP1205408","1","70741243","-2.5442e-05","0.0014","C"
"18","Trait18","mrMLM","PstI.TP790103","1","70752961","-5.9103e-05","0.0032","A"
"18","Trait18","mrMLM","PstI.TP549992","1","70753172","-7.4139e-06","4e-04","C"
"18","Trait18","mrMLM","PstI.TP665587","1","70753604","8.9115e-05","0.0049","C"
