"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","PVE"
"16","NsiI.TP199584","ADD",2,9,58950916,0.00000355359620934551,0.431365999070019,-0.0000578392454820246,0.0310750143186567,"124+36088im","PS_N","FarmCPU","FarmCPU","0.442382547986121"
"17","NsiI.TP200401","CmDW",33,8,57224404,0.00000204731080962503,0.292039206954367,0.276359170738749,0.00671364397246288,"124+36088im","PS_N","FarmCPU","FarmCPU","3.51970521276398"
"18","NsiI.TP207993","OWA19",213,11,11449,0.00000000011956877095549,0.0711897202977739,-0.0154976002475321,0.00000104558904574877,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0107693087216002"
"19","NsiI.TP208710","FW_1",116,1,66025194,0.0000150711450827135,0.116777649702968,0.00370428579270565,0.0395376420099906,"124+36088im","PS_N","FarmCPU","FarmCPU","3.81311046215362"
"20","NsiI.TP208710","HM_1",178,1,66025194,0.00000262849771480321,0.116777649702968,0.037568817834165,0.0229853363500491,"124+36088im","PS_N","FarmCPU","FarmCPU","3.4632611412798"
"21","NsiI.TP212267","GFW_50",132,1,1974353,0.0000000145294349517021,0.302478122174218,-0.0105669389425441,0.0000952912991307382,"124+36088im","PS_N","FarmCPU","FarmCPU","1.54889296862635"
"22","NsiI.TP212267","GHW_50",148,1,1974353,0.00000335226351551293,0.302478122174218,-0.012216524828008,0.0175886562131932,"124+36088im","PS_N","FarmCPU","FarmCPU","1.85723028072636"
"23","NsiI.TP212267","HD_50",170,1,1974353,0.00000000946560012854495,0.302478122174218,-0.110394311411517,0.0000827735179240827,"124+36088im","PS_N","FarmCPU","FarmCPU","1.60752462977863"
"24","NsiI.TP218788","OWA19",208,3,51796084,0.0000000000000000196829015700713,0.0620915032679739,-0.0179034716263247,0.000000000000258180619894625,"124+36088im","PS_N","FarmCPU","FarmCPU","0.403613581882409"
"25","NsiI.TP222605","GHW_50",151,7,1240431,0.00000642183193995603,0.178580271473575,0.0165296210050247,0.0280783898521344,"124+36088im","PS_N","FarmCPU","FarmCPU","0.170241687454047"
"26","NsiI.TP222605","HD_50",174,7,1240431,0.000000124562102350813,0.178580271473575,0.136961093383571,0.000718258574424936,"124+36088im","PS_N","FarmCPU","FarmCPU","0.252839355711621"
"27","NsiI.TP224601","Bcirc_cm",8,1,58622993,0.00000310222259161574,0.14597321543517,1.20207357981496,0.0135639512447412,"124+36088im","PS_N","FarmCPU","FarmCPU","5.16381849351501"
"28","NsiI.TP234967","FNMain",109,6,50238765,0.00000790077211990496,0.112338015495989,0.709152902938221,0.0259086069741983,"124+36088im","PS_N","FarmCPU","FarmCPU","0.000747926039201297"
"29","NsiI.TP249362","GS",162,10,53235875,0.00000000099601286036752,0.0766063469360196,0.289858930549713,0.00000435490022981359,"124+36088im","PS_N","FarmCPU","FarmCPU","0.279652225090334"
"30","NsiI.TP251198","ADD",4,11,11959,0.000000000000000360424834303178,0.170627995649363,-0.000225928746859832,0.00000000000945538510310957,"124+36088im","PS_N","FarmCPU","FarmCPU","0.378366900002031"
"31","NsiI.TP257488","GS",159,9,54504491,0.00000084898377293055,0.296754627015429,0.0829435413280025,0.00202474911809637,"124+36088im","PS_N","FarmCPU","FarmCPU","18.0245657941513"
"32","NsiI.TP274688","OWA19",204,1,74664289,0.00000367252561775028,0.429865198576732,0.0036539126374999,0.00802875308800507,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0526417375103407"
"33","NsiI.TP307255","Yld_kg",236,1,3020815,0.000010604627350972,0.349405761012882,0.411541500723704,0.0487315649967035,"124+36088im","PS_N","FarmCPU","FarmCPU","2.97574917495758"
"34","NsiI.TP309946","CmN",68,11,12519,0.000000610164510307216,0.243750313683877,-0.133737757067977,0.00200088197042494,"124+36088im","PS_N","FarmCPU","FarmCPU","1.46824812917688"
"35","NsiI.TP321836","FM_50",103,10,43096218,0.0000132596067387113,0.140823314214071,-0.00776679020397874,0.0496932175976217,"124+36088im","PS_N","FarmCPU","FarmCPU","9.94694639209838"
"36","NsiI.TP323814","FD",83,11,12684,0.000000000803951677508668,0.192846515210847,0.592808126549329,0.0000163545468293085,"124+36088im","PS_N","FarmCPU","FarmCPU","1.53297941666122"
"37","NsiI.TP327757","CmN",61,3,71119897,0.0000000000000069877861981227,0.198608856846227,0.326796713831232,0.000000000183317583121551,"124+36088im","PS_N","FarmCPU","FarmCPU","1.14504545102927"
"38","NsiI.TP330963","Bcirc_cm",15,10,56296082,0.0000177431704837273,0.0698704147117277,-1.30494413846843,0.0465474334470102,"124+36088im","PS_N","FarmCPU","FarmCPU","0.250177693900962"
"39","NsiI.TP331606","CmD_LI_mm",51,1,21598230,0.000000397581060722751,0.229845662673574,0.175871539783953,0.00347671384900022,"124+36088im","PS_N","FarmCPU","FarmCPU","0.773522618804471"
"40","NsiI.TP336953","FM_50",100,8,58340502,0.00000886255253077417,0.305531698239506,-0.00446755071049353,0.0387500338487216,"124+36088im","PS_N","FarmCPU","FarmCPU","0.00591004471846482"
"41","NsiI.TP352026","CmN",65,6,555824,0.00000000171137895168878,0.0670675047294072,-0.354860704011912,0.0000224481577093017,"124+36088im","PS_N","FarmCPU","FarmCPU","4.44264648156659"
"42","NsiI.TP361622","CCirc_cm",17,1,69534233,0.00000634259743207903,0.219285759523087,0.212115867294644,0.0207989626291452,"124+36088im","PS_N","FarmCPU","FarmCPU","1.76996912564233"
"43","NsiI.TP387064","FD",79,1,78909565,0.000000136305677988605,0.269027368775732,0.348519128555069,0.000893960789088266,"124+36088im","PS_N","FarmCPU","FarmCPU","2.27174374760523"
"44","NsiI.TP390222","CCirc_cm",21,4,58488770,0.00000350592651028149,0.0892103764541734,-0.410481415543075,0.0131392108672464,"124+36088im","PS_N","FarmCPU","FarmCPU","13.8542312924998"
"45","NsiI.TP423584","CmDW",26,2,57602883,0.000000000347750807591393,0.0603609013244542,-0.671395377793871,0.0000045614473431763,"124+36088im","PS_N","FarmCPU","FarmCPU","0.124989327018339"
"46","NsiI.TP423584","CmDW_g",37,2,57602883,0.0000000105987819909746,0.0603609013244542,-0.53654107578279,0.000138295176909808,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0898041105724367"
"47","NsiI.TP423888","Lg",199,9,7279333,0.000000000230590626044535,0.0937571536455095,0.124469464218051,0.00000604931448365233,"124+36088im","PS_N","FarmCPU","FarmCPU","1.34960116964111"
"48","NsiI.TP428943","OWA19",214,11,14011,0.00000210346736128845,0.0516693362636979,0.00953142980740258,0.00501657843236738,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0589285877377283"
"49","NsiI.TP450783","OWA19",206,2,73164177,0.00000000210832478249403,0.0593020138819158,-0.0127836578827932,0.0000138274480859871,"124+36088im","PS_N","FarmCPU","FarmCPU","0.238456471383949"
"50","NsiI.TP455424","FW_1",120,2,62269512,0.0000113251495205268,0.0848099957573494,0.00339274982829881,0.0330115525023889,"124+36088im","PS_N","FarmCPU","FarmCPU","0.378815100640588"
"51","NsiI.TP46196","CmDW_g",36,1,57778864,0.0000058942866239389,0.12293191579482,-0.324698482938948,0.0257717858820689,"124+36088im","PS_N","FarmCPU","FarmCPU","0.184004025613517"
"52","NsiI.TP471487","CCirc_cm",23,10,52898413,0.000000000393008975253719,0.187045940670459,-0.454938724324148,0.00000852709939027152,"124+36088im","PS_N","FarmCPU","FarmCPU","0.640066648432879"
"53","NsiI.TP471487","Yld",230,10,52898413,0.00000000000360184632022338,0.187045940670459,-1.2106205586611,0.0000000944908363647402,"124+36088im","PS_N","FarmCPU","FarmCPU","0.00000174344354832988"
"54","NsiI.TP471487","Yld_1",234,10,52898413,0.00000000000360184632048577,0.187045940670459,-1.01861025643415,0.0000000944908363716237,"124+36088im","PS_N","FarmCPU","FarmCPU","0.00000174344356260942"
"55","NsiI.TP485243","CmDW",35,11,14975,0.000000834613681373659,0.458672373217418,-0.270596438165552,0.00312789361673665,"124+36088im","PS_N","FarmCPU","FarmCPU","6.62768463571363"
"56","NsiI.TP487552","OWA19",209,4,51467824,0.000000606888035520439,0.183809297898864,-0.00483182187508226,0.0019901375904804,"124+36088im","PS_N","FarmCPU","FarmCPU","0.609289469396046"
"57","NsiI.TP488716","CmD_LI_mm",55,5,5554725,0.000000826430715783008,0.218791930485734,0.183486085634429,0.00433611667957029,"124+36088im","PS_N","FarmCPU","FarmCPU","3.95886423783971"
"58","NsiI.TP501314","ADD",1,8,44674673,0.00000628150394948397,0.344315314388227,0.000059559832888729,0.0411972436526906,"124+36088im","PS_N","FarmCPU","FarmCPU","5.55324106581365"
"59","NsiI.TP503099","GS",163,11,15282,0.0000000000000000000000334740388098839,0.0519114254166356,0.703383323854832,0.000000000000000000439078967069247,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0202965876623221"
"60","NsiI.TP507399","GS",164,11,15357,0.0000000000000000000136098807928247,0.0801836511424677,-0.908774064724481,0.000000000000000119013870906321,"124+36088im","PS_N","FarmCPU","FarmCPU","2.11474450680714"
"61","NsiI.TP51047","FD_1",88,2,13453548,0.000000128193995355305,0.379602360939546,0.0359834007376628,0.000672608254830214,"124+36088im","PS_N","FarmCPU","FarmCPU","11.8340439009331"
"62","NsiI.TP51047","FW_1",118,2,13453548,0.00000721993527497075,0.379602360939546,0.00248984690924596,0.0270582545719404,"124+36088im","PS_N","FarmCPU","FarmCPU","12.1784017522972"
"63","NsiI.TP51047","GHW_1",142,2,13453548,0.0000000174458290160473,0.379602360939546,0.00570664971934599,0.0000871431894722614,"124+36088im","PS_N","FarmCPU","FarmCPU","11.5990679579671"
"64","NsiI.TP514947","Yld_kg",239,6,52754787,0.000000599879916264874,0.412215578024364,-0.408736468011692,0.00524574990776423,"124+36088im","PS_N","FarmCPU","FarmCPU","0.125900558658775"
"65","NsiI.TP520698","Cml_cm",69,1,3113038,0.000000332707233821577,0.445082134320897,9.00239080212218,0.00290941385735842,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0549841015576548"
"66","NsiI.TP520722","GFW_1",130,10,4380167,0.00000501717400467318,0.171564372724073,0.00375516605738187,0.0438735142795321,"124+36088im","PS_N","FarmCPU","FarmCPU","2.7318003188877"
"67","NsiI.TP5257","HW_1",189,11,9189,0.00000652526133120737,0.157119426060184,0.00303467551071142,0.0342367411525788,"124+36088im","PS_N","FarmCPU","FarmCPU","0.426640898175525"
"68","NsiI.TP550070","FD_50",95,7,64164608,0.000000692626171464074,0.247119704072139,-0.144392287662564,0.00605678499406284,"124+36088im","PS_N","FarmCPU","FarmCPU","2.27688194919896"
"69","NsiI.TP550070","fprind",252,7,64164608,0.000000685908578140048,0.247119704072139,-0.193589321155903,0.00599804187964201,"124+36088im","PS_N","FarmCPU","FarmCPU","2.20774512912479"
"70","NsiI.TP550070","fprinGW",243,7,64164608,0.0000027954747405385,0.247119704072139,-0.0173983024960655,0.0244454947810957,"124+36088im","PS_N","FarmCPU","FarmCPU","2.302315896703"
"71","NsiI.TP550070","fprinW",249,7,64164608,0.00000534441808257987,0.247119704072139,-0.0200917258919699,0.0467351546594668,"124+36088im","PS_N","FarmCPU","FarmCPU","2.35515370422546"
"72","NsiI.TP550070","FW_50",127,7,64164608,0.00000230858532031016,0.247119704072139,-0.0178381396549016,0.0201878090976722,"124+36088im","PS_N","FarmCPU","FarmCPU","2.38259454149587"
"73","NsiI.TP563229","Bcirc_cm",11,3,13084031,0.00000173951307068422,0.193163963753988,0.979608781328057,0.010320068138361,"124+36088im","PS_N","FarmCPU","FarmCPU","0.443166594142955"
"74","NsiI.TP563229","FNMain",107,3,13084031,0.000000000819728042408214,0.193163963753988,0.936139747371073,0.0000215047454645371,"124+36088im","PS_N","FarmCPU","FarmCPU","0.148499355200809"
"75","NsiI.TP563229","TFN",226,3,13084031,0.00000000199466770735618,0.193163963753988,0.999432192492765,0.000052328112634782,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0412129515481629"
"76","NsiI.TP5647","Lg",200,10,20032426,0.00000661519628754049,0.0854663802761111,-0.0714724280021869,0.0239294881282069,"124+36088im","PS_N","FarmCPU","FarmCPU","1.23387364665961"
"77","NsiI.TP56527","Lg",201,11,9790,0.000000900683625437806,0.0772743622339824,-0.0710208489057397,0.00472570684594708,"124+36088im","PS_N","FarmCPU","FarmCPU","1.06444996009025"
"78","NsiI.TP56527","TFN",227,11,9790,0.00000359810234698693,0.0772743622339824,-0.979302832855873,0.0314642056569517,"124+36088im","PS_N","FarmCPU","FarmCPU","1.91912156576849"
"79","NsiI.TP571744","HM_50",182,2,2865326,0.0000000312091011378233,0.401911180801536,-0.00883662521084108,0.000272913186416552,"124+36088im","PS_N","FarmCPU","FarmCPU","1.10956762724319"
"80","NsiI.TP579718","HW_1",187,3,64789626,0.000000320494245140224,0.470588235294118,0.00205027001310893,0.00420392301350432,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0541779188581393"
"81","NsiI.TP602190","GFW_50",136,2,69281568,0.0000000000342082819803498,0.468434335450687,0.0128287633692688,0.000000299140023157499,"124+36088im","PS_N","FarmCPU","FarmCPU","20.063272689329"
"82","NsiI.TP602190","GHW_50",150,2,69281568,0.00000101699122510327,0.468434335450687,0.0122390522452067,0.00833703032690707,"124+36088im","PS_N","FarmCPU","FarmCPU","20.6211288398516"
"83","NsiI.TP602190","HD_50",172,2,69281568,0.0000029017687275629,0.468434335450687,0.0782459614630302,0.0108750001141264,"124+36088im","PS_N","FarmCPU","FarmCPU","19.469656815047"
"84","NsiI.TP603545","Lg",194,3,65866973,0.0000189085275305852,0.264874663873213,0.0295063619533299,0.0483314033612293,"124+36088im","PS_N","FarmCPU","FarmCPU","0.604255453104444"
"85","NsiI.TP608372","CmDW_g",42,9,152998,0.000000000355436528048237,0.152691472062079,0.452371511941586,0.00000932452187681745,"124+36088im","PS_N","FarmCPU","FarmCPU","5.70460420566599"
"86","NsiI.TP620299","Lg",195,4,56693404,0.00000613192679368206,0.052553454325809,-0.0770599019610745,0.0239294881282069,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0156236088457788"
"87","NsiI.TP631452","FNMain",110,10,52286358,0.00000000593688438400552,0.0989601576413076,-0.964997329359787,0.0000778741124650004,"124+36088im","PS_N","FarmCPU","FarmCPU","8.72007243820058"
"88","NsiI.TP632002","FD_1",87,1,70863814,0.00000000000128260104683221,0.220740537148694,0.0516112413897058,0.0000000112159186208654,"124+36088im","PS_N","FarmCPU","FarmCPU","12.1871045775733"
"89","NsiI.TP632002","FD_50",94,1,70863814,0.0000000000000038765459996935,0.220740537148694,0.266185358665259,0.0000000000797339185436042,"124+36088im","PS_N","FarmCPU","FarmCPU","12.1895438014148"
"90","NsiI.TP632002","FM_50",99,1,70863814,0.0000000000000154380788922014,0.220740537148694,0.0121068297821459,0.000000000202501280829006,"124+36088im","PS_N","FarmCPU","FarmCPU","11.9691715389907"
"91","NsiI.TP632002","fprind",251,1,70863814,0.00000000000000312169876506167,0.220740537148694,0.358261502027811,0.0000000000818946454026279,"124+36088im","PS_N","FarmCPU","FarmCPU","12.1491199041042"
"92","NsiI.TP632002","fprinGW",242,1,70863814,0.00000000000000335703856093763,0.220740537148694,0.038792725097913,0.0000000000440342748038189,"124+36088im","PS_N","FarmCPU","FarmCPU","12.3151177388779"
"93","NsiI.TP632002","fprinM",246,1,70863814,0.00000276701347331511,0.220740537148694,0.0317392010907873,0.0241966104863162,"124+36088im","PS_N","FarmCPU","FarmCPU","11.8265937836879"
"94","NsiI.TP632002","fprinW",248,1,70863814,0.0000000000000102693662890663,0.220740537148694,0.044911702560378,0.000000000269406555227365,"124+36088im","PS_N","FarmCPU","FarmCPU","12.5135840254972"
"95","NsiI.TP632002","FW_1",117,1,70863814,0.0000000114706358885235,0.220740537148694,0.0036261112544579,0.000150460330949763,"124+36088im","PS_N","FarmCPU","FarmCPU","12.2731497575231"
"96","NsiI.TP632002","FW_50",125,1,70863814,0.0000000000000000213848202619257,0.220740537148694,0.0374176456267843,0.000000000000561009374751359,"124+36088im","PS_N","FarmCPU","FarmCPU","12.5594079624638"
"97","NsiI.TP632002","GFW_1",129,1,70863814,0.00000000000000000103672178767088,0.220740537148694,0.0116419625747455,0.0000000000000271973593777579,"124+36088im","PS_N","FarmCPU","FarmCPU","12.6300561866427"
"98","NsiI.TP632002","GFW_50",134,1,70863814,0.000000000000000000917339581807248,0.220740537148694,0.0223649395433498,0.0000000000000120327432945657,"124+36088im","PS_N","FarmCPU","FarmCPU","12.2265930661245"
"99","NsiI.TP632002","GHW_1",141,1,70863814,0.0000000000801585421544535,0.220740537148694,0.00719017637857064,0.000000700959731626644,"124+36088im","PS_N","FarmCPU","FarmCPU","12.5529670044177"
"100","NsiI.TP632002","GHW_50",149,1,70863814,0.0000000000000000557479820880831,0.220740537148694,0.0304243503466265,0.000000000000731246281049386,"124+36088im","PS_N","FarmCPU","FarmCPU","12.1398194352061"
"101","NsiI.TP632002","HD_1",167,1,70863814,0.00000104947812517473,0.220740537148694,0.0353475898153091,0.00688300228395847,"124+36088im","PS_N","FarmCPU","FarmCPU","12.2172813360346"
"102","NsiI.TP632002","HD_50",171,1,70863814,0.0000000000000000293995862980642,0.220740537148694,0.210270732016537,0.000000000000771268746943416,"124+36088im","PS_N","FarmCPU","FarmCPU","12.0138922349089"
"103","NsiI.TP632002","HM_50",181,1,70863814,0.0000000000133725189814603,0.220740537148694,0.012939886182521,0.00000035081466295963,"124+36088im","PS_N","FarmCPU","FarmCPU","11.4063636317118"
"104","NsiI.TP632002","HW_1",186,1,70863814,0.00000000000284363225707826,0.220740537148694,0.00390631562053173,0.0000000745998486321911,"124+36088im","PS_N","FarmCPU","FarmCPU","12.3715375592062"
"105","NsiI.TP632002","HW_50",190,1,70863814,0.0000000000000216245961634628,0.220740537148694,0.024047575839637,0.000000000567299655752283,"124+36088im","PS_N","FarmCPU","FarmCPU","12.3879931587129"
"106","NsiI.TP632086","Yld_kg",238,4,59238758,0.0000111454368369376,0.406311981458319,-0.471186000704825,0.0487315649967035,"124+36088im","PS_N","FarmCPU","FarmCPU","1.71254876413412"
"107","NsiI.TP634727","CCirc_cm",20,3,6399724,0.000000000650080002307808,0.0885541208353157,-0.552806840858683,0.00000852709939027152,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0582084732617007"
"108","NsiI.TP635575","Cml_cm",73,5,38567770,0.000000472682281367963,0.25791577387052,10.094704550262,0.00310008674235179,"124+36088im","PS_N","FarmCPU","FarmCPU","12.7921670746001"
"109","NsiI.TP652320","FD_1",92,10,54138549,0.0000122533988318149,0.10624418832576,-0.0313708758203697,0.0384724857087687,"124+36088im","PS_N","FarmCPU","FarmCPU","1.45641942373665"
"110","NsiI.TP668488","HW_1",188,7,6826349,0.00000214358961828001,0.153959438502381,-0.00435861413404868,0.0187449766819859,"124+36088im","PS_N","FarmCPU","FarmCPU","0.000292358033634807"
"111","NsiI.TP675623","FD_1",90,6,46224826,0.000000198394847838,0.159038882339635,0.0476278116450955,0.000867448406363682,"124+36088im","PS_N","FarmCPU","FarmCPU","2.68528039885846"
"112","NsiI.TP675623","GHW_1",145,6,46224826,0.000000028676736832616,0.159038882339635,0.00764128814366307,0.000107472216295264,"124+36088im","PS_N","FarmCPU","FarmCPU","2.35988860972884"
"113","NsiI.TP693565","Lg",202,11,17661,0.0000202655118157171,0.0777053270799122,-0.0582885467578505,0.0483314033612293,"124+36088im","PS_N","FarmCPU","FarmCPU","2.80074163321539"
"114","NsiI.TP694884","FW_1",121,3,6382094,0.0000184726211056598,0.176099125587892,-0.00874511726651728,0.0440555220078072,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0529607411668544"
"115","NsiI.TP694884","HD_1",168,3,6382094,0.000000862166803268156,0.176099125587892,-0.123421895359068,0.00688300228395847,"124+36088im","PS_N","FarmCPU","FarmCPU","0.0574069803770105"
"116","NsiI.TP717578","CmD_BI_mm",49,10,58023898,0.0000021243574518354,0.181265690837221,0.148589568431274,0.01114607867829,"124+36088im","PS_N","FarmCPU","FarmCPU","1.27675101772447"
"117","NsiI.TP717578","CmD_LI_mm",57,10,58023898,0.00000284893533794466,0.181265690837221,0.165544656521119,0.0124564949426067,"124+36088im","PS_N","FarmCPU","FarmCPU","0.768221032842368"
"118","NsiI.TP717578","SDW_kg",220,10,58023898,0.00000675719962952701,0.181265690837221,0.328468050104383,0.0295447291801686,"124+36088im","PS_N","FarmCPU","FarmCPU","2.25549177839354"
"119","NsiI.TP728788","FD_50",96,11,18071,0.00000000000000607867031665809,0.130354195611884,-0.372747495007534,0.0000000000797339185436042,"124+36088im","PS_N","FarmCPU","FarmCPU","4.09207176149252"
"120","NsiI.TP728788","FM_50",104,11,18071,0.00000000000000000215185174951851,0.130354195611884,-0.0210529657245838,0.0000000000000564516787968686,"124+36088im","PS_N","FarmCPU","FarmCPU","3.54904992894745"
"121","NsiI.TP728788","fprind",253,11,18071,0.00000000000000846653360241601,0.130354195611884,-0.496195635437794,0.000000000111055521262891,"124+36088im","PS_N","FarmCPU","FarmCPU","4.03193107211688"
"122","NsiI.TP728788","fprinGW",244,11,18071,0.00000000000000164447863267485,0.130354195611884,-0.0542681860507213,0.000000000043141252449592,"124+36088im","PS_N","FarmCPU","FarmCPU","3.99380579063665"
"123","NsiI.TP728788","fprinW",250,11,18071,0.000000000000547927135512556,0.130354195611884,-0.0585095981876876,0.0000000071871602365182,"124+36088im","PS_N","FarmCPU","FarmCPU","4.11085335109042"
"124","NsiI.TP728788","FW_50",128,11,18071,0.00000000000000239722689903772,0.130354195611884,-0.0491981564242568,0.0000000000314444252346778,"124+36088im","PS_N","FarmCPU","FarmCPU","4.18728412407674"
"125","NsiI.TP728788","GFW_1",131,11,18071,0.0000000000000208089536454887,0.130354195611884,-0.0143657677747238,0.000000000272951044967875,"124+36088im","PS_N","FarmCPU","FarmCPU","3.54464876391659"
"126","NsiI.TP728788","GFW_50",138,11,18071,0.0000000000000000000142092338469203,0.130354195611884,-0.0349254189239933,0.000000000000000372765040740107,"124+36088im","PS_N","FarmCPU","FarmCPU","4.01754123821151"
"127","NsiI.TP728788","GHW_50",153,11,18071,0.00000000000000000089935650818691,0.130354195611884,-0.0484770329585857,0.0000000000000235937186357754,"124+36088im","PS_N","FarmCPU","FarmCPU","3.89309804450563"
"128","NsiI.TP728788","HD_50",176,11,18071,0.0000000000000000694319470689679,0.130354195611884,-0.307057298342716,0.000000000000910738849703652,"124+36088im","PS_N","FarmCPU","FarmCPU","3.93045293017716"
"129","NsiI.TP728788","HW_50",191,11,18071,0.0000000000000555860509930798,0.130354195611884,-0.0391679941783138,0.000000000729122230876228,"124+36088im","PS_N","FarmCPU","FarmCPU","3.9593352654066"
"130","NsiI.TP728788","Yld_kg",241,11,18071,0.000000858468320033149,0.130354195611884,-0.848952158816438,0.00563026447693741,"124+36088im","PS_N","FarmCPU","FarmCPU","0.00762230578331011"
"131","NsiI.TP750593","CCirc_cm",22,4,61084375,0.0000104247148594004,0.118516318094222,-0.344944840223363,0.0303868855135011,"124+36088im","PS_N","FarmCPU","FarmCPU","0.798730357067209"
"132","NsiI.TP752448","FD",84,11,18347,0.0000093286533949783,0.494141518225743,-0.261840681336398,0.0349611275948372,"124+36088im","PS_N","FarmCPU","FarmCPU","6.21007929261595"
"133","NsiI.TP754072","CmN",59,1,67675884,0.00000239048880599991,0.165808297894291,-0.185157357694351,0.0069680092596224,"124+36088im","PS_N","FarmCPU","FarmCPU","0.136335208284504"
"134","NsiI.TP777241","HD_50",173,3,71199343,0.00000187701335775241,0.236993163489765,-0.0750617536874409,0.00820692807121279,"124+36088im","PS_N","FarmCPU","FarmCPU","4.66046053811153"
"135","NsiI.TP784627","FM_50",101,9,34120871,0.000000336369621481033,0.325285672417945,0.00656523427487662,0.00220608016248335,"124+36088im","PS_N","FarmCPU","FarmCPU","0.807232078426104"
"136","NsiI.TP784627","GHW_50",152,9,34120871,0.00000127117943537502,0.325285672417945,0.0146480015486044,0.00833703032690707,"124+36088im","PS_N","FarmCPU","FarmCPU","0.450502224532821"
"137","NsiI.TP784627","HD_50",175,9,34120871,0.000000136894597549923,0.325285672417945,0.0991908079650402,0.000718258574424936,"124+36088im","PS_N","FarmCPU","FarmCPU","0.398096998173766"
"138","NsiI.TP789014","FD_1",85,1,28276920,0.00000000000000765345341652778,0.138694045351621,0.0890224871459724,0.00000000020078069692919,"124+36088im","PS_N","FarmCPU","FarmCPU","8.08148497212893"
"139","NsiI.TP789014","FW_1",114,1,28276920,0.0000000000129320983592793,0.138694045351621,0.00680003814144483,0.000000339260668357333,"124+36088im","PS_N","FarmCPU","FarmCPU","8.27035190851205"
