"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name","PVE"
"45","PstI.TP144616",1,58204165,0.0000243365283652519,0.125,124,0.522840106046547,0.603284224903137,0.0141372057077394,-0.586848385333402,0.0141372057077394,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.04441188565901
"46","NsiI.TP146445",1,73316692,0.0000247888794143482,0.172302124112026,124,0.522840106046547,0.603113294944414,0.0141372057077394,0.711573845553058,0.0141372057077394,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.02731888978671
"47","PstI.TP815910",11,5643,0.0000261048499601601,0.202796456978524,124,0.522840106046547,0.602633587531534,0.0145709496564859,0.546663720000076,0.014570949656486,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.9793481484987
"48","PstI.TP1053389",2,6882567,0.0000308396259339957,0.138165302138192,124,0.522840106046547,0.601091432083947,0.0166097885162711,0.596983958827199,0.0166097885162711,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.82513260374
"49","PstI.TP731358",8,62664658,0.0000311409579244634,0.161503339417322,124,0.522840106046547,0.601001640131986,0.0166097885162711,-0.847183720017187,0.0166097885162711,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.8161534085439
"50","NsiI.TP510537",3,71420877,0.0000318978947606773,0.100811521287312,124,0.522840106046547,0.600779941731034,0.0166097885162711,0.718104975174155,0.0166097885162711,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.7939835684487
"51","NsiI.TP48159",1,11432982,0.0000322901278619282,0.119406870025238,124,0.522840106046547,0.600667169507982,0.0166097885162711,0.485252770756787,0.0166097885162711,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.78270634614351
"52","NsiI.TP609140",6,18911509,0.0000376156159582251,0.444054872385415,124,0.522840106046547,0.599261046752849,0.0189770782509246,-0.397775819109901,0.0189770782509246,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.6420940706302
"53","PstI.TP324057",11,2570,0.0000398236234808971,0.0652106291310473,124,0.522840106046547,0.598736849872385,0.0197119422339218,-0.516292229875231,0.0197119422339218,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.5896743825838
"54","PstI.TP223261",11,1831,0.0000447155887401875,0.0972670350904035,124,0.522840106046547,0.597674118050956,0.0211339165450512,0.813435430289245,0.0211339165450512,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.48340120044091
"55","NsiI.TP111742",7,57934282,0.0000453599085986773,0.219999214636637,124,0.522840106046547,0.597543083265671,0.0211339165450512,-0.641245881478584,0.0211339165450512,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.4702977219124
"56","PstI.TP588686",1,71389933,0.0000454163223472573,0.116935483870968,124,0.522840106046547,0.597531701076918,0.0211339165450512,-0.575244484799316,0.0211339165450512,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.4691595030371
"57","PstI.TP803702",11,5570,0.0000459187788010947,0.127954261372741,124,0.522840106046547,0.597430956684621,0.0211339165450512,-0.54386513345363,0.0211339165450512,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.4590850638074
"58","PstI.TP29333",4,61203009,0.0000492125214119943,0.0619732594627494,124,0.522840106046547,0.596797218045474,0.0222593325296941,-0.788072712039308,0.0222593325296941,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.39571119989271
"59","NsiI.TP757313",11,18428,0.0000509991284392427,0.1682804418286,124,0.522840106046547,0.596471364655325,0.0226764599233067,-0.674532113605848,0.0226764599233067,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.36312586087781
"60","NsiI.TP820115",3,12885820,0.0000557707663199723,0.350945983681784,124,0.522840106046547,0.595655215030753,0.0243260531154332,0.655586309577551,0.0243260531154332,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.28151089842061
"61","NsiI.TP694884",3,6382094,0.000056633068836789,0.17575584571257,124,0.522840106046547,0.595515366590562,0.0243260531154332,1.00329122795355,0.0243260531154332,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.26752605440151
"62","NsiI.TP346121",11,12935,0.0000574908627413607,0.0969082956655456,124,0.522840106046547,0.595378403212208,0.0243260531154332,-0.414845652321169,0.0243260531154332,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.25382971656611
"63","PstI.TP143644",11,1211,0.0000590201625061963,0.0995439239475119,124,0.522840106046547,0.595139315239194,0.0245767451299612,-0.733899608131708,0.0245767451299612,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.2299209192647
"64","PstI.TP1081624",10,8144011,0.0000602331303663142,0.136414296957173,124,0.522840106046547,0.5949541433518,0.0246145658681936,-0.693700420476491,0.0246145658681936,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.2114037305253
"65","PstI.TP778717",2,72456107,0.0000609875269281308,0.0721874639576175,124,0.522840106046547,0.594840890328294,0.0246145658681936,0.513549984571956,0.0246145658681936,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.20007842817471
"66","PstI.TP293832",11,2331,0.0000656232956952654,0.150729066132499,124,0.522840106046547,0.594174928270361,0.0259040738045899,-0.398539563485879,0.0259040738045899,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.1334822223814
"67","PstI.TP1259566",11,8872,0.0000661573890717209,0.165975997342242,124,0.522840106046547,0.594101311200719,0.0259040738045899,-0.420203549720739,0.0259040738045899,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.1261205154172
"68","NsiI.TP277345",11,12201,0.0000671993433193255,0.0452984744308215,124,0.522840106046547,0.593959427495708,0.025925111362341,-0.598688620976958,0.025925111362341,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.1119321449161
"69","NsiI.TP609571",11,16656,0.0000705893626435262,0.461914150040411,124,0.522840106046547,0.593512896455458,0.0268382802839169,0.836874487598591,0.0268382802839169,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.06727904089111
"70","NsiI.TP337699",11,12854,0.0000727861207895527,0.052687061231286,124,0.522840106046547,0.593235101985517,0.0272781584684732,-0.911325032967673,0.0272781584684732,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.039499593897
"71","NsiI.TP790549",11,18827,0.0000746004458953309,0.157565136460515,124,0.522840106046547,0.593012057387026,0.027564339403072,0.700265770606604,0.027564339403072,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.0171951340479
"72","NsiI.TP690223",6,6293609,0.0000889320626548566,0.0585457348711185,124,0.522840106046547,0.591423756451425,0.0324033851623265,0.574275808445087,0.0324033851623265,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.8583650404878
"73","PstI.TP389870",11,3038,0.00010141089330976,0.0839417904817948,124,0.522840106046547,0.590241083458326,0.0364440188368251,-0.679293889671897,0.0364440188368253,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.74009774117791
"74","PstI.TP691761",11,4786,0.00010353301789053,0.0651584786009458,124,0.522840106046547,0.590054871987071,0.0365864620495413,-0.649500317374698,0.0365864620495415,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.7214765940524
"75","PstI.TP744500",4,207873,0.000104596502771808,0.375066024938193,124,0.522840106046547,0.589963022352265,0.0365864620495413,-0.333450288057807,0.0365864620495415,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.71229163057181
"76","NsiI.TP82066",11,10042,0.000106001974341728,0.081722627520877,124,0.522840106046547,0.589843087868052,0.03659020782738,1.03338481246974,0.0365902078273802,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.7002981821505
"77","NsiI.TP265079",4,13841233,0.00011025841777825,0.0685483870967742,124,0.522840106046547,0.589489548835559,0.0375651861298002,0.599784828192237,0.0375651861298001,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.66494427890121
"78","NsiI.TP442212",1,25199008,0.00011246225105623,0.0708084697865884,124,0.522840106046547,0.589311947601854,0.0378248037719119,-0.529410453428244,0.037824803771912,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.64718415553071
"79","PstI.TP221109",5,55180794,0.000114457370233081,0.160335899500268,124,0.522840106046547,0.589154210497903,0.0380085398822106,-0.384684762475293,0.0380085398822107,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.6314104451356
"80","NsiI.TP430147",3,5430407,0.000119310888978906,0.0912518142549797,124,0.522840106046547,0.588781937037579,0.0391250232684077,-0.431350055886609,0.0391250232684077,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.5941830991032
"81","NsiI.TP55639",11,9780,0.000126962835684949,0.108580013428365,124,0.522840106046547,0.588225389852207,0.0411202843377649,-0.669947546982484,0.0411202843377648,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.538528380566
"82","GFSSContig19953_1437",3,58043502,0.000130035263252015,0.111438330161578,124,0.522840106046547,0.5880115254345,0.0416017694652848,0.540360428205982,0.0416017694652849,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.5171419387953
"83","NsiI.TP249293",10,3006315,0.000133038351555239,0.0556822519176837,124,0.522840106046547,0.587807426381118,0.0416747549266087,-0.638979656099474,0.0416747549266087,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.49673203345711
"84","NsiI.TP65983",4,7204395,0.000133902397161916,0.302487882881585,124,0.522840106046547,0.587749575579531,0.0416747549266087,-0.475872833950859,0.0416747549266087,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.4909469532984
"85","PstI.TP230121",11,1899,0.000135201258181002,0.109932767488661,124,0.522840106046547,0.587663326769293,0.0416747549266087,0.413954461512523,0.0416747549266087,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.4823220722746
"86","PstI.TP205597",6,57407618,0.000136617706933306,0.0766129032258065,124,0.522840106046547,0.587570231209233,0.0416747549266087,0.420743890559772,0.0416747549266087,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.47301251626861
"87","NsiI.TP281272",3,56294407,0.000140618097181734,0.12890339025037,124,0.522840106046547,0.587312550020003,0.0424020133501794,-0.401103306610776,0.0424020133501794,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.44724439734561
"88","PstI.TP753660",4,67859176,0.000147509064999225,0.245629503365916,124,0.522840106046547,0.58688576757868,0.0439744637635189,1.63979705299858,0.043974463763519,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.40456615321331
"89","PstI.TP1130306",2,14438079,0.000151366803112849,0.064944644262071,124,0.522840106046547,0.586655689684182,0.0446174911557581,0.434372148400391,0.0446174911557582,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.38155836376351
"90","NsiI.TP245242",10,15872817,0.000154781136600934,0.123014627526637,124,0.522840106046547,0.586456999177744,0.0447205113556816,0.466566066244361,0.0447205113556816,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.3616893131197
"91","NsiI.TP59696",3,54391522,0.000155773291653027,0.0988707119533158,124,0.522840106046547,0.586400100799021,0.0447205113556816,0.479958987997744,0.0447205113556816,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.35599947524741
"92","PstI.TP299731",11,2368,0.000156838027798341,0.0509236157568046,124,0.522840106046547,0.586339449812208,0.0447205113556816,-0.78539023552803,0.0447205113556816,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.3499343765661
"93","NsiI.TP791431",10,43096232,0.000158535013954349,0.22428636210651,124,0.522840106046547,0.586243659959214,0.0447205113556816,-0.619515043415246,0.0447205113556816,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.3403553912667
"94","PstI.TP1004253",8,6233868,0.000160989128322601,0.143215634466401,124,0.522840106046547,0.58610696469834,0.044929668004416,0.384807464464669,0.0449296680044161,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.3266858651793
"95","NsiI.TP459037",9,50088687,0.000165049468300866,0.0954547644635341,124,0.522840106046547,0.585885421811536,0.045577976330578,-0.531073239399938,0.0455779763305781,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.30453157649891
"96","NsiI.TP86015",11,10081,0.000171011936917267,0.17840671561892,124,0.522840106046547,0.585570003758096,0.046732574511329,-0.29098764146778,0.046732574511329,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.2729897711549
"97","PstI.TP575380",3,10993468,0.000181470319110166,0.0706920720275274,124,0.522840106046547,0.585043008665144,0.0490793025931557,1.14250574467578,0.0490793025931556,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.22029026185971
"98","NsiI.TP552744",11,15957,0.000184026429660089,0.105482126175798,124,0.522840106046547,0.584918946929069,0.0492627485275794,0.447885035740336,0.0492627485275793,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.2078840882522
"99","NsiI.TP56527",11,9790,0.0000000196414445120089,0.078240951968079,124,0.248766452258858,0.487200420424135,0.000515273655328041,-0.186182849990973,0.000515273655328042,"124+36088im","PS_Y","GAPIT","CMLM","Lg",23.8433968165277
"100","NsiI.TP95031",6,54950661,0.00000102075170229567,0.0750463527352774,124,0.248766452258858,0.423203796800614,0.0100206024508397,0.310408324189535,0.0100206024508396,"124+36088im","PS_Y","GAPIT","CMLM","Lg",17.4437344541756
"101","NsiI.TP423888",9,7279333,0.00000114591016819848,0.0868389121822813,124,0.248766452258858,0.421403079108899,0.0100206024508397,0.234909901069714,0.0100206024508396,"124+36088im","PS_Y","GAPIT","CMLM","Lg",17.2636626850041
"102","PstI.TP413792",11,3203,0.00000171581768870074,0.0879846525340418,124,0.248766452258858,0.415150291098687,0.0112531903113438,0.228787737735495,0.0112531903113438,"124+36088im","PS_Y","GAPIT","CMLM","Lg",16.6383838839829
"103","PstI.TP103361",2,74859736,0.0000026749416687504,0.0639465568347951,124,0.248766452258858,0.40833055833726,0.0134609269872313,-0.226812579370848,0.0134609269872313,"124+36088im","PS_Y","GAPIT","CMLM","Lg",15.9564106078402
"104","PstI.TP302415",11,2390,0.00000307865982783364,0.10732884765715,124,0.248766452258858,0.406184336474917,0.0134609269872313,0.134863828643849,0.0134609269872313,"124+36088im","PS_Y","GAPIT","CMLM","Lg",15.7417884216059
"105","PstI.TP100020",11,817,0.00000452576043338782,0.306653608696878,124,0.248766452258858,0.40033285469694,0.016961257029928,0.235116305289492,0.016961257029928,"124+36088im","PS_Y","GAPIT","CMLM","Lg",15.1566402438082
"106","PstI.TP485067",10,46676286,0.0000123828267987301,0.0663189703934693,124,0.248766452258858,0.385263248054081,0.0369119103632673,0.131187740100084,0.0369119103632673,"124+36088im","PS_Y","GAPIT","CMLM","Lg",13.6496795795223
"107","NsiI.TP75624",3,70673787,0.0000126632306651447,0.0971233112914143,124,0.248766452258858,0.384931539053599,0.0369119103632673,-0.255601087347915,0.0369119103632673,"124+36088im","PS_Y","GAPIT","CMLM","Lg",13.6165086794741
"108","PstI.TP630184",1,61807366,0.0000140993181385394,0.139083333567801,124,0.248766452258858,0.383342567376395,0.0369881512046441,0.0981322861742691,0.0369881512046443,"124+36088im","PS_Y","GAPIT","CMLM","Lg",13.4576115117537
"109","NsiI.TP279529",11,12227,0.0000178187686402098,0.0785995244153468,124,0.248766452258858,0.379891872094336,0.0424961433188421,0.112892470780264,0.0424961433188422,"124+36088im","PS_Y","GAPIT","CMLM","Lg",13.1125419835478
"110","PstI.TP478050",3,63462498,0.0000029845979028301,0.0560344827586207,116,0.337410891747443,0.488268822726696,0.00630048617287434,0.870021942172301,0.00630048617287434,"C116+3293","PS_Y","GAPIT","CMLM","GS",15.0857930979253
"111","PstI.TP84880",1,63680478,0.0000240438663932055,0.133620689655172,116,0.337410891747443,0.458329306622788,0.018828026443183,-0.565711905101398,0.0188280264431829,"C116+3293","PS_Y","GAPIT","CMLM","GS",12.0918414875345
"112","PstI.TP404112",4,61296221,0.0000267570247889857,0.0689655172413793,116,0.337410891747443,0.456832311031411,0.018828026443183,0.508502267301086,0.0188280264431829,"C116+3293","PS_Y","GAPIT","CMLM","GS",11.9421419283968
"113","PstI.TP847969",11,5876,0.0000787010999184797,0.0646551724137931,116,0.337410891747443,0.441932358301771,0.0367645994707861,-0.573805353498388,0.036764599470786,"C116+3293","PS_Y","GAPIT","CMLM","GS",10.4521466554328
"114","PstI.TP807213",1,57183105,0.0000870786344642019,0.0948275862068966,116,0.337410891747443,0.440554686185035,0.0367645994707861,0.743045881785771,0.036764599470786,"C116+3293","PS_Y","GAPIT","CMLM","GS",10.3143794437592
"115","NsiI.TP87403",11,10095,0.000118566684309701,0.0517241379310345,116,0.337410891747443,0.436371562666245,0.0417157117629632,-0.566695814812119,0.0417157117629631,"C116+3293","PS_Y","GAPIT","CMLM","GS",9.8960670918802
"116","PstI.TP84880",1,63680478,0.00000723985087443672,0.129032258064516,124,0.514462374733913,0.607876378594951,0.0117285584165875,-0.633834990516286,0.0117285584165875,"C124+2560","PS_Y","GAPIT","CMLM","GS",9.3414003861038
"117","PstI.TP404112",4,61296221,0.0000153760133837583,0.0887096774193549,124,0.514462374733913,0.600637753371364,0.0124545708408442,0.483723773030428,0.0124545708408442,"C124+2560","PS_Y","GAPIT","CMLM","GS",8.61753786374511
"118","PstI.TP694159",3,61030989,0.0000797479441209837,0.0766129032258065,124,0.514462374733913,0.585219245156254,0.0426391705964309,0.61946345669614,0.042639170596431,"C124+2560","PS_Y","GAPIT","CMLM","GS",7.0756870422341
